EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
68160,2006,JOHN DEERE,410G,BACKHOE LOADER - 18600 LB - BREAKER 4X4,SPU,30200.99,2016-03-08T00:00:01.000,BIDADOO ONLINE AUCTION,T0410GX953556,LOADER - BACKHOE
31595,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,1625,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV5BX176476,SEDAN - PATROL
74626,2007,CHEVROLET,COLORADO,COMPACT PICKUP,SPU,5805,2018-06-20T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDT19E978171483,TRUCK - LIGHT
73125,2007,CHEVROLET,EXPRESS,CARGO VAN,SPD,10595,2018-05-14T00:00:01.000,BIDADOO ONLINE AUCTION,1GNHG35U571186061,VAN
15723,2001,PETERBILT,320,TRUCK - EDUCTOR - VACTOR,SPU,50300,2016-02-12T00:00:01.000,BIDADOO ONLINE AUCTION,1NPZLT0X52D713641,TRUCK - HEAVY
80475,2008,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,3090,2019-06-27T00:00:01.000,BIDADOO ONLINE AUCTION,2G1WS583981276797,SEDAN - MED
73996,2007,FORD,RANGER,COMPACT PICKUP,DPR,7650,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR44U27PA12136,TRUCK - LIGHT
3147,1986,GMC,UNKNOWN,CUTAWAY VAN,SPD,902,2017-03-13T00:00:01.000,MURPHYS AUCTION,2GDGG31M4G4509840,VAN
3024,1988,GMC,P30,WALKIN VAN - CLASS 4,SPD,4850,2019-07-02T00:00:01.000,MURPHYS AUCTION,1GDJP32K3K3501011,VAN - WALKIN
31769,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,510,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV5BX176512,SEDAN - PATROL
76508,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,64700.01,2018-08-23T00:00:01.000,BIDADOO ONLINE AUCTION,1NPFLUEX57D660321,TRUCK - DUMP TRUCK
76509,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,30000,2018-08-09T00:00:01.000,MURPHYS AUCTION,1NPFLUEX77D660322,TRUCK - DUMP TRUCK
31814,2012,FORD,ESCAPE,SUV COMPACT 4X4,DPR,6562.87,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU9C78CKB33608,SUV - SML
31989,2009,JOHN DEERE,855D,NONE,DPR,10400,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,1M0855DELCM041130,UTILITY VEHICLE
3193,1991,CHEVROLET,MOBILE PRECINCT,MOBILE PRECINT,SPD,13800,2016-02-16T00:00:01.000,BIDADOO ONLINE AUCTION,1GBJ6T1E0LV111688,COMMAND CENTER - POLICE
3194,1991,CHEVROLET,MOBILE PRECINCT,MOBILE PRECINCT,SPD,15900,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,1GBJ6T1E2LV111689,COMMAND CENTER - POLICE
15953,2001,TRAILMAX,TD-54-T,TRAILER - TILT DECK - 54480 LB GVWR,DPR,19901,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,1G9KS37381A065393,TRAILER
31942,2012,CHEVROLET,COLORADO,PICKUP COMPACT 4X4 EXTENDED CAB,SPU,8400,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,1GCJTBFE2C8160526,TRUCK - LIGHT
89196,2008,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,2475,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V38X153167,SEDAN - PATROL
63773,2006,CHEVROLET,SUBURBAN K1500/K15906,SUV FULLSIZE - 4X4,SFD,6350,2016-04-26T00:00:01.000,MURPHYS AUCTION,1GNFK16Z76J125622,SUV - LRG
89195,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,2005,2017-03-13T00:00:01.000,MURPHYS AUCTION,2FAHP71V18X173109,SEDAN - PATROL
82450,2002,FORD,E450,AIRPORTER VAN - WHEELCHAIR LIFT,DPR,4888.88,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXE45F02HB21034,VAN
95711,2009,PETERBILT,320,TRUCK - EDUCTOR - VAC CON,SPU,51000,2018-08-09T00:00:01.000,MURPHYS AUCTION,3BPZLU0XX9F719127,TRUCK - EDUCTOR
16406,2001,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,15200,2016-01-14T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C71J510115,TRUCK - HEAVY
16409,2001,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,11411.11,2018-11-02T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C81J511130,TRUCK - HEAVY
78134,2007,JOHN DEERE,5425,TRACTOR,DPR,25071,2018-11-08T00:00:01.000,BIDADOO ONLINE AUCTION,LV5425R344618,TRACTOR
17221,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,13500,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,8RZ01015,ROLLER
17223,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,10600,2019-03-06T00:00:01.000,MURPHYS AUCTION,8RZ01016,ROLLER
17224,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,10350,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,8RZ01011,ROLLER
5300,1991,PETERBILT,UNKNOWN,TRUCK - HAZMAT UNIT,SFD,14050,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,1XPZH78X4MD705777,TRUCK - HAZMAT UNIT
86617,2008,KOBELCO,ED150,EXCAVATOR - 18 TON DOZER BLADE,SPU,50000,2019-06-21T00:00:01.000,MURPHYS AUCTION,YL0500990,EXCAVATOR
88308,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,3300,2019-09-03T00:00:01.000,MURPHYS AUCTION,2W9MPH6198S044605,SCOOTER
6451,2001,FORD,G/EX BUS,BUS - 16 PASSENGER,SPD,2600,2017-05-08T00:00:01.000,MURPHYS AUCTION,1FDXE45SX1HB21845,BUS - POLICE
31485,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1700,2016-07-07T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV8AX121776,SEDAN - PATROL
31486,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1605,2016-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV7AX121753,SEDAN - PATROL
E1501,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,750,2019-09-03T00:00:01.000,MURPHYS AUCTION,521150,TRAILER - MESSAGE BOARD
E1502,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,625,2019-09-03T00:00:01.000,MURPHYS AUCTION,521080705,TRAILER - MESSAGE BOARD
68171,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,24603.55,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,52046,TRACTOR - LOADER
31474,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,3050,2018-04-05T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV4AX121757,SEDAN - PATROL
84176,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,FAS,5800,2018-10-30T00:00:01.000,MURPHYS AUCTION,1FDWF37R48ED93638,TRUCK - LIGHT
83384,2008,FORD,E350,CARGO VAN,DPR,9100,2019-07-02T00:00:01.000,MURPHYS AUCTION,1FTSE34P38DB42589,VAN
84581,2008,FORD,RANGER,COMPACT PICKUP,SPU,3651,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U38PA92496,TRUCK - LIGHT
25598,2002,PETERBILT,330,TRUCK TENCO DUMP PLOW SPREADER,SDOT,20500,2017-05-08T00:00:01.000,MURPHYS AUCTION,2NPNHD8X13M802225,TRUCK - DUMP TRUCK
84609,2008,FORD,RANGER,COMPACT PICKUP,SPU,4025,2019-09-03T00:00:01.000,MURPHYS AUCTION,1FTZR14U18PA92495,TRUCK - LIGHT
70474,2007,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,2925,2017-03-13T00:00:01.000,BIDADOO ONLINE AUCTION,2G1WS58R379400048,SEDAN - MED
E1503,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,305,2019-10-07T00:00:01.000,BIDADOO ONLINE AUCTION,520940205,TRAILER - MESSAGE BOARD
93212,2009,GMC,YUKON,FULLSIZE SUV - 4X4,SPD,5550,2017-10-25T00:00:01.000,MURPHYS AUCTION,1GKGK46K89R242976,SUV - LRG
85129,2008,FORD,E350,CARGO VAN,CEN,14050,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSE34PX8DB33825,VAN
83389,2008,FORD,E350,CARGO VAN,DPR,9700,2019-07-02T00:00:01.000,MURPHYS AUCTION,1FTNE14L28DB25958,VAN
88301,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,3677,2017-09-08T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6178S044599,SCOOTER
88302,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2775,2017-06-06T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH61X8S044600,SCOOTER
88304,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,3200,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6118S044601,SCOOTER
31488,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2000,2016-10-21T00:00:01.000,MURPHYS AUCTION,2FABP7BV1AX121778,SEDAN - PATROL
71901,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,4550,2019-03-06T00:00:01.000,MURPHYS AUCTION,JTDKB20U373236801,SEDAN - SML - HYBRID
99206,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,1125,2016-03-23T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71VX9X123505,SEDAN - PATROL
99208,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,2600,2016-04-06T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V39X123507,SEDAN - PATROL
83422,2008,CHEVROLET,UPLANDER,CARGO MINIVAN,SPU,3050,2016-07-27T00:00:01.000,BIDADOO ONLINE AUCTION,1GBDV13W28D212206,VAN - MINIVAN
88149,2008,JOHN DEERE,5425,TRACTOR,DPR,33000,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,LV5425R444722,MOWER
97422,2009,SEGWAY,I2,ELECTRIC PERSONAL MOBILITY DEVICE,DPR,1005,2017-10-20T00:00:01.000,MURPHYS AUCTION,92051049648,PERSONAL MOBILITY DEVICE - ELE
83339,2008,FORD,F150,PICKUP,DPR,6150,2016-10-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FTVX12508KE39358,TRUCK - LIGHT
83429,2008,FORD,F150,PICKUP,DPR,5335.5,2019-05-17T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRF12W68KE39751,TRUCK - LIGHT
83430,2008,FORD,F150,PICKUP,DPR,5550,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTRX12WX8KE39359,TRUCK - LIGHT
88306,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,900,2017-06-23T00:00:01.000,MURPHYS AUCTION,2W9MPH6158S044603,SCOOTER
88309,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2650,2017-08-21T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6108S044606,SCOOTER
99209,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,3050,2016-06-22T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V39X123510,SEDAN - PATROL
99211,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,2371,2016-04-06T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V59X123508,SEDAN - PATROL
63770,2006,FORD,F250,PICKUP - CREW CAB,SPU,13150.99,2017-09-01T00:00:01.000,MURPHYS AUCTION,1FTSW20586ED68095,TRUCK - LIGHT
31476,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1700,2016-02-03T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV7AX121767,SEDAN - PATROL
31478,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2751.02,2016-05-04T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV0AX121769,SEDAN - PATROL
73731,2007,FORD,E150,CARGO VAN,SDOT,7700,2019-09-03T00:00:01.000,MURPHYS AUCTION,1FTNE14W67DB11912,VAN
73361,2007,FORD,E350,CARGO VAN,DPR,10001,2017-10-25T00:00:01.000,MURPHYS AUCTION,1FTNE24L17DB20836,VAN
31480,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2160,2016-07-07T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV9AX121771,SEDAN - PATROL
88310,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,4600,2017-09-01T00:00:01.000,MURPHYS AUCTION,2W9MPH6128S044607,SCOOTER
30103,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2213.88,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV9AX121754,SEDAN - PATROL
83806,2008,FORD,F150,PICKUP,DPR,7750,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W38FC19344,TRUCK - LIGHT
83941,2008,FORD,F150,PICKUP,SDOT,14100,2017-05-08T00:00:01.000,MURPHYS AUCTION,1FTVX12528KE39362,TRUCK - LIGHT
83458,2008,FORD,F150,PICKUP - CREW CAB,DPR,5500,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTRW12W18FC19345,TRUCK - LIGHT
83304,2008,FORD,F150,PICKUP,DPR,4450,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W18KE39363,TRUCK - LIGHT
83376,2008,FORD,F150,PICKUP,DPR,5201,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W38KE39364,TRUCK - LIGHT
30937,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,817,2017-10-10T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6179S044166,SCOOTER
83399,2008,FORD,F150,PICKUP,DPR,4550,2019-03-06T00:00:01.000,MURPHYS AUCTION,1FTRF12W88KE39752,TRUCK - LIGHT
31347,2009,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,3951,2019-10-07T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXE45P29DA92033,MEDIC UNIT
88153,2008,JOHN DEERE,5425,TRACTOR,DPR,30663.32,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,LV5425R444859,MOWER
88003,2008,JOHN DEERE,6430,TRACTOR,DPR,29199,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,L06430G580405,TRACTOR
30936,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,5100,2018-06-25T00:00:01.000,MURPHYS AUCTION,2W9MPH6159S044165,SCOOTER
83848,2008,FORD,F150,PICKUP,DPR,5451,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W78KE39366,TRUCK - LIGHT
87611,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4550,2016-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM138Y700692,MOTORCYCLE - PATROL
87612,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6650,2016-05-24T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM128Y699888,MOTORCYCLE - PATROL
97310,2009,SEGWAY,I2,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,1550.05,2016-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,92051049610,PERSONAL MOBILITY DEVICE - ELE
30105,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2550,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV2AX121756,SEDAN - PATROL
84517,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,6600,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU49H88KA59293,SUV - MED - HYBRID
84566,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,4350,2017-11-20T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU49HX8KA59294,SUV - MED - HYBRID
89191,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1313,2016-08-18T00:00:01.000,MURPHYS AUCTION,2FAHP71VX8X173111,SEDAN - PATROL
87616,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5322.22,2016-06-14T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM168Y700377,MOTORCYCLE - PATROL
86562,2008,JOHN DEERE,410J TMC,BACKHOE LOADER - 18475 LB - BREAKER,SPU,27000,2019-06-21T00:00:01.000,MURPHYS AUCTION,T0410TJ155976,LOADER - BACKHOE
86454,2008,JOHN DEERE,410J TMC,BACKHOE LOADER - 18475 LB - BREAKER,SPU,36000,2019-06-21T00:00:01.000,MURPHYS AUCTION,T0410TJ154820,LOADER - BACKHOE
83431,2008,FORD,F150,PICKUP - DUMPING FLATBED,DPR,8505,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTRX12W98KE33651,TRUCK - LIGHT
83860,2008,FORD,F150,PICKUP,DPR,5501,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W58KE39365,TRUCK - LIGHT
83504,2008,FORD,RANGER,COMPACT PICKUP,SDOT,5800,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U28PA92487,TRUCK - LIGHT
84586,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,4250,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU49H18KA59295,SUV - MED - HYBRID
87617,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5889.1,2016-06-14T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM108Y701041,MOTORCYCLE - PATROL
89193,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1778,2017-03-13T00:00:01.000,MURPHYS AUCTION,2FAHP71V88X173107,SEDAN - PATROL
30875,2010,FORD,F450,PICKUP - CLASS 4,DPR,9951,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTXW4CR8AEA90310,TRUCK - HEAVY
43618,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,17001,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,J8DF5C13947700049,TRUCK - PAINT STRIPER
83386,2008,FORD,F250,PICKUP,DPR,11600,2017-10-25T00:00:01.000,MURPHYS AUCTION,1FTSX20RX8EE27280,TRUCK - LIGHT
83428,2008,FORD,RANGER,COMPACT PICKUP,DPR,7687,2018-08-16T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U68PA92492,TRUCK - LIGHT
83875,2008,FORD,RANGER,COMPACT PICKUP,DPR,8250,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U28PA92490,TRUCK - LIGHT
84552,2008,FORD,RANGER,COMPACT PICKUP,SPU,5300,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14UX8PA92494,TRUCK - LIGHT
87618,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5450,2016-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM128Y700845,MOTORCYCLE - PATROL
83837,2008,FORD,F250,PICKUP,DPR,5925,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTSX20R98EE27285,TRUCK - LIGHT
43619,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,12600,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,J8DF5C13447700069,TRUCK - PAINT STRIPER
83390,2008,FORD,F250,PICKUP,DPR,14300,2019-03-14T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSX20R18EE27281,TRUCK - LIGHT
83800,2008,FORD,F250,PICKUP,DPR,8250,2019-03-06T00:00:01.000,MURPHYS AUCTION,1FTSX20R38EE27282,TRUCK - LIGHT
89198,2008,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,3149,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V78X153169,SEDAN - PATROL
80088,1997,FORD,UNKNOWN,BUS,SPD,975,2017-05-08T00:00:01.000,MURPHYS AUCTION,1FDLE40S5VHA06985,BUS - POLICE
83387,2008,FORD,F250,PICKUP - CREW CAB,DPR,11750,2017-06-23T00:00:01.000,MURPHYS AUCTION,1FTSW20R78EE27286,TRUCK - LIGHT
83934,2008,FORD,F350,PICKUP,DPR,7900,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTWX30R38EE27287,TRUCK - LIGHT
31484,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1850,2017-03-13T00:00:01.000,MURPHYS AUCTION,2FABP7BV6AX121775,SEDAN - PATROL
93591,2009,FORD,F350,PICKUP DUMPING FLATBED PLOW SPREADER 4X4,SDOT,20103,2018-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSW35R49EB05152,TRUCK - LIGHT
73733,2007,FORD,E250,CARGO VAN - P-PATCH VAN,DON,8900,2018-03-07T00:00:01.000,MURPHYS AUCTION,1FTNE24L57DB20838,VAN
84615,2008,FORD,ESCAPE HYBRID,SUV COMPACT - HYBRID,SPU,4860,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU49H38KA59296,SUV - MED - HYBRID
83751,2008,FORD,ECONOLINE,VAN - FULL SIZE - 15 PASSENGER,SFD,0,2019-07-31T00:00:01.000,OTHER SURPLUS METHOD,1FBNE31PX8DB40053,VAN
76504,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,90000,2018-08-09T00:00:01.000,MURPHYS AUCTION,1NPFLUEX37D660320,TRUCK - DUMP TRUCK
90483,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,7800,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K29U070376,SEDAN - MED - HYBRID
93557,2009,FORD,ESCAPE HYBRID,SUV COMPACT HYBRID 4X4,FAS,6100,2018-10-30T00:00:01.000,MURPHYS AUCTION,1FMCU59309KA71336,SUV - SML - HYBRID
71908,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,8033,2019-09-03T00:00:01.000,MURPHYS AUCTION,JTDKB20U777617902,SEDAN - SML - HYBRID
6539,1986,LYNNWOOD,TRAILER,TRAILER - PUP DUMP,DPR,3300,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,LTE12-86-6755-B,TRAILER
71903,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,5800,2018-10-30T00:00:01.000,MURPHYS AUCTION,JTDKB20UX73235676,SEDAN - SML - HYBRID
45566,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,37500,2017-09-01T00:00:01.000,MURPHYS AUCTION,2NPNHD6XX4M833333,TRUCK - DUMP TRUCK
90484,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,6875,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K89U072178,SEDAN - MED - HYBRID
90485,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,6200,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K29U070541,SEDAN - MED - HYBRID
81275,2008,DODGE,MAGNUM,FULLSIZE STATION WAGON,SPL,12700,2019-05-03T00:00:01.000,MURPHYS AUCTION,2D8GV47268H226325,SEDAN - LRG
95970,2009,PETERBILT,335,TRUCK - REFUSE PACKER - CLASS 7,DPR,36000,2018-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,2NPRHN8X69M774891,TRUCK - REFUSE PACKER
89157,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2150,2018-03-29T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V78X148831,SEDAN - PATROL
84685,2008,FORD,F450,PICKUP - DUMPING FLATBED - CLASS 4,SPU,28000,2018-08-09T00:00:01.000,MURPHYS AUCTION,1FDXX46R98EE29526,TRUCK - DUMPING FLATBED
83909,2008,FORD,ECONOLINE,PASSENGER VAN,DPR,7220,2018-11-21T00:00:01.000,BIDADOO ONLINE AUCTION,1FBNE31L08DB13280,VAN
88042,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,9401,2016-08-03T00:00:01.000,BIDADOO ONLINE AUCTION,4FMUS11158R006402,CHIPPER
83198,2008,FORD,F350,PICKUP SERVICE BODY 2WD,SPD,6500,2017-06-23T00:00:01.000,MURPHYS AUCTION,1FDSW34R88EE41919,TRUCK - LIGHT
87213,2008,BRUSH BANDIT,95XP,CHIPPER - 9 IN,SDOT,13600,2016-09-28T00:00:01.000,BIDADOO ONLINE AUCTION,4FMUS15178R006024,CHIPPER
88046,2008,BRUSH BANDIT,250XP,CHIPPER - 12 IN,SDOT,23000,2016-10-21T00:00:01.000,MURPHYS AUCTION,4FMUS16158R023130,CHIPPER
31805,2013,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD - SPD TEST 1,SPD,10,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FAHP2M83DG110523,SEDAN - PATROL
31806,2013,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD - SPD TEST 2,SPD,10507,2018-02-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FM5K8AR1DGA31505,SUV - PATROL
7007,1985,ZAMBONI,500,ICE RESURFACER,CEN,4450,2018-10-05T00:00:01.000,BIDADOO ONLINE AUCTION,UNK7007,ZAMBONI
89167,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2275,2016-03-16T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71VX8X148841,SEDAN - PATROL
97307,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,385,2018-10-30T00:00:01.000,MURPHYS AUCTION,2090601E1TMBA01668,PERSONAL MOBILITY DEVICE - ELE
83888,2008,FORD,F150,PICKUP,DPR,4750,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRX12W68KE39360,TRUCK - LIGHT
97308,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,1575,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,290501E1TMBA01642,PERSONAL MOBILITY DEVICE - ELE
83433,2008,FORD,F150,PICKUP,DPR,5500,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FTRX12W88KE39361,TRUCK - LIGHT
73021,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN - ELECTRICIAN,FAS,4100,2018-11-21T00:00:01.000,BIDADOO ONLINE AUCTION,1D4GP23E17B251401,VAN - MINIVAN
